level,expression,reading
N1,安っぽい,やすっぽい
N1,安静,あんせい
N1,完ぺき,かんぺき
N1,宙返り,ちゅうがえり
N1,定まる,さだまる
N1,定める,さだめる
N1,定年,ていねん
N1,定義,ていぎ
N1,定食,ていしょく
N1,実,じつ
N1,実家,じっか
N1,実態,じったい
N1,実業家,じつぎょうか
N1,実費,じっぴ
N1,実践,じっせん
N1,客観,きゃっかん
N1,宣教,せんきょう
N1,宣言,せんげん
N1,宮殿,きゅうでん
N1,害する,がいする
N1,家出,いえで
N1,家来,けらい
N1,家畜,かちく
N1,家計,かけい
N1,宿命,しゅくめい
N1,寄り掛かる,よりかかる
N1,寄与,きよ
N1,寄贈,きぞう
N1,密か,ひそか
N1,密度,みつど
N1,密接,みっせつ
N1,密集,みっしゅう
N1,富,とみ
N1,富む,とむ
N1,富豪,ふごう
N1,寒気,さむけ
N1,寛容,かんよう
N1,寝かせる,ねかせる
N1,察する,さっする
N1,審査,しんさ
N1,審議,しんぎ
N1,対処,たいしょ
N1,対応,たいおう
N1,対抗,たいこう
N1,対比,たいひ
N1,対決,たいけつ
N1,対等,たいとう
N1,対話,たいわ
N1,対談,たいだん
N1,対面,たいめん
N1,封,ふう
N1,封建,ほうけん
N1,封鎖,ふうさ
N1,専ら,もっぱら
N1,専修,せんしゅう
N1,専用,せんよう
N1,尊い,とうとい
N1,尊ぶ,とうとぶ
N1,導く,みちびく
N1,導入,どうにゅう
N1,小児科,しょうにか
N1,小切手,こぎって
N1,小売,こうり
N1,小柄,こがら
N1,就業,しゅうぎょう
N1,尽きる,つきる
N1,尽くす,つくす
N1,尿,にょう
N1,局限,きょくげん
N1,居住,きょじゅう
N1,屈折,くっせつ
N1,届,とどけ
N1,屋敷,やしき
N1,屎尿,しにょう
N1,展望,てんぼう
N1,展示,てんじ
N1,履歴,りれき
N1,山岳,さんがく
N1,山脈,さんみゃく
N1,山腹,さんぷく
N1,岩石,がんせき
N1,峰,みね
N1,崇拝,すうはい
N1,崖,がけ
N1,崩壊,ほうかい
N1,工作,こうさく
N1,工学,こうがく
N1,左利き,ひだりきき
N1,巧み,たくみ
N1,巧妙,こうみょう
N1,差し出す,さしだす
N1,差し掛かる,さしかかる
N1,差し支える,さしつかえる
N1,差額,さがく
N1,市場,しじょう
N1,布告,ふこく
N1,布巾,ふきん
N1,帯びる,おびる
N1,帰京,ききょう
N1,干し物,ほしもの
N1,干し～,ほし～
N1,干渉,かんしょう
N1,平たい,ひらたい
N1,平常,へいじょう
N1,平方,へいほう
N1,年号,ねんごう
N1,年賀,ねんが
N1,年輪,ねんりん
N1,年長,ねんちょう
N1,年頃,としごろ
N1,幹,みき
N1,幹線,かんせん
N1,幹部,かんぶ
N1,幽霊,ゆうれい
N1,幾多,いくた
N1,庇う,かばう
N1,度忘れ,どわすれ
N1,座標,ざひょう
N1,座談会,ざだんかい
N1,庶務,しょむ
N1,庶民,しょみん
N1,廃棄,はいき
N1,廃止,はいし
N1,延べ,のべ
N1,建前,たてまえ
N1,弁償,べんしょう
N1,弁解,べんかい
N1,弁論,べんろん
N1,弁護,べんご
N1,式場,しきじょう
N1,弓,ゆみ
N1,引きずる,ひきずる
N1,引き上げる,ひきあげる
N1,引き起こす,ひきおこす
N1,引っ掻く,ひっかく
N1,引下げる,ひきさげる
N1,引取る,ひきとる
N1,弛み,たるみ
N1,弛む,たるむ
N1,弱,じゃく
N1,弱る,よわる
N1,張り紙,はりがみ
N1,強,きょう
N1,強いて,しいて
N1,強いる,しいる
N1,強制,きょうせい
N1,強烈,きょうれつ
N1,強硬,きょうこう
N1,強行,きょうこう
N1,弾く,はじく
N1,弾む,はずむ
N1,弾力,だんりょく
N1,当て,あて
N1,当て字,あてじ
N1,当人,とうにん
N1,当選,とうせん
N1,当～,とう～
N1,形勢,けいせい
N1,形成,けいせい
N1,役場,やくば
N1,役職,やくしょく
N1,往診,おうしん
N1,征服,せいふく
N1,待ち合わせ,まちあわせ
N1,待ち望む,まちのぞむ
N1,待ち遠しい,まちどおしい
N1,待望,たいぼう
N1,待遇,たいぐう
N1,後回し,あとまわし
N1,後退,こうたい
N1,徐行,じょこう
N1,徒歩,とほ
N1,従事,じゅうじ
N1,従来,じゅうらい
N1,従業員,じゅうぎょういん
N1,得点,とくてん
N1,御世辞,おせじ
N1,復旧,ふっきゅう
N1,復活,ふっかつ
N1,復興,ふっこう
N1,微か,かすか
N1,微塵,みじん
N1,微笑,びしょう
N1,微量,びりょう
N1,徴収,ちょうしゅう
N1,徹する,てっする
N1,心中,しんじゅう
N1,心地,ここち
N1,心強い,こころづよい
N1,心得,こころえ
N1,心情,しんじょう
N1,心掛け,こころがけ
N1,心掛ける,こころがける
N1,心細い,こころぼそい
N1,必修,ひっしゅう
N1,必然,ひつぜん
N1,志,こころざし
N1,志す,こころざす
N1,志向,しこう
N1,応募,おうぼ
N1,応急,おうきゅう
N1,忠告,ちゅうこく
N1,快い,こころよい
N1,念,ねん
N1,念願,ねんがん
N1,思い付き,おもいつき
N1,思考,しこう
N1,怠慢,たいまん
N1,急かす,せかす
N1,怪獣,かいじゅう
N1,怯える,おびえる
N1,恋する,こいする
N1,恋愛,れんあい
N1,恐れ,おそれ
N1,恐れ入る,おそれいる
N1,恥,はじ
N1,恥じらう,はじらう
N1,恥じる,はじる
N1,恵み,めぐみ
N1,恵む,めぐむ
N1,悟る,さとる
N1,悩ましい,なやましい
N1,悩ます,なやます
N1,悩み,なやみ
N1,悪しからず,あしからず
N1,悪化,あっか
N1,悪者,わるもの
N1,悲惨,ひさん
N1,悲観,ひかん
N1,悲鳴,ひめい
N1,情け,なさけ
N1,情勢,じょうせい
N1,情深い,なさけぶかい
N1,情無い,なさけない
N1,情熱,じょうねつ
N1,情緒,じょうしょ
N1,情緒,じょうちょ
N1,惑星,わくせい
N1,惚ける,ぼける
N1,惜しむ,おしむ
N1,意向,いこう
N1,意図,いと
N1,意欲,いよく
N1,意気込む,いきごむ
N1,愚か,おろか
N1,愚痴,ぐち
N1,愛想,あいそう
N1,感度,かんど
N1,感染,かんせん
N1,感無量,かんむりょう
N1,感触,かんしょく
N1,態勢,たいせい
N1,慕う,したう
N1,慣れ,なれ
N1,慣例,かんれい
N1,慣習,かんしゅう
N1,憂鬱,ゆううつ
N1,憎しみ,にくしみ
N1,憤慨,ふんがい
N1,憧れ,あこがれ
N1,懐く,なつく
N1,懲りる,こりる
N1,懸賞,けんしょう
N1,成り立つ,なりたつ
N1,成果,せいか
N1,成熟,せいじゅく
N1,成育,せいいく
N1,我,が～
N1,我,われ
N1,戦力,せんりょく
N1,戦災,せんさい
N1,戦術,せんじゅつ
N1,戦闘,せんとう
N1,戯曲,ぎきょく
N1,戸籍,こせき
N1,戸締り,とじまり
N1,所在,しょざい
N1,所定,しょてい
N1,所属,しょぞく
N1,所得,しょとく
N1,所持,しょじ
N1,所有,しょゆう
N1,扉,とびら
N1,手元,てもと
N1,手分け,てわけ
N1,手回し,てまわし
N1,手引,てびき
N1,手当,てあて
N1,手掛かり,てがかり
N1,手掛ける,てがける
N1,手数,てかず
N1,手数,てすう
N1,手本,てほん
N1,手法,しゅほう
N1,手筈,てはず
N1,手芸,しゅげい
N1,手軽,てがる
N1,手近,てぢか
N1,手遅れ,ておくれ
N1,手配,てはい
N1,手錠,てじょう
N1,手際,てぎわ
N1,手順,てじゅん
N1,打ち切る,うちきる
N1,打ち明ける,うちあける
N1,打ち消し,うちけし
N1,打ち込む,うちこむ
N1,打撃,だげき
N1,打開,だかい
N1,扱い,あつかい
N1,扶養,ふよう
N1,承諾,しょうだく
N1,技,わざ
N1,技能,ぎのう
N1,把握,はあく
N1,抑制,よくせい
N1,抑圧,よくあつ
N1,投げ出す,なげだす
N1,投入,とうにゅう
N1,投資,とうし
N1,抗争,こうそう
N1,抗議,こうぎ
N1,折,おり
N1,折り返す,おりかえす
N1,折衷,せっちゅう
N1,抜かす,ぬかす
N1,抜け出す,ぬけだす
N1,抱っこ,だっこ
N1,押し切る,おしきる
N1,押し寄せる,おしよせる
N1,押し込む,おしこむ
N1,抽選,ちゅうせん
N1,担う,になう
N1,担架,たんか
N1,拒否,きょひ
N1,拒絶,きょぜつ
N1,招き,まねき
N1,拝借,はいしゃく
N1,拝啓,はいけい
N1,拡散,かくさん
N1,持ち切り,もちきり
N1,持続,じぞく
N1,指令,しれい
N1,指図,さしず
N1,指差す,ゆびさす
N1,指摘,してき
N1,挑む,いどむ
N1,振り出し,ふりだし
N1,振り返る,ふりかえる
N1,振動,しんどう
N1,捕獲,ほかく
N1,捕虜,ほりょ
N1,捕鯨,ほげい
N1,捗る,はかどる
N1,捜索,そうさく
N1,捧げる,ささげる
N1,捩れる,ねじれる
N1,据える,すえる
N1,据え付ける,すえつける
N1,授ける,さずける
N1,掌,てのひら
N1,排水,はいすい
N1,排除,はいじょ
N1,掛～,かけ～
N1,採択,さいたく
N1,採掘,さいくつ
N1,採決,さいけつ
N1,採用,さいよう
N1,採算,さいさん
N1,探検,たんけん
N1,接続詞,せつぞくし
N1,接触,せっしょく
N1,控える,ひかえる
N1,控室,ひかえしつ
N1,控除,こうじょ
N1,推測,すいそく
N1,推理,すいり
N1,推進,すいしん
N1,措置,そち
N1,掲げる,かかげる
N1,掲載,けいさい
N1,掻き回す,かきまわす
N1,揃い,そろい
N1,描写,びょうしゃ
N1,提供,ていきょう
N1,提携,ていけい
N1,提示,ていじ
N1,換算,かんさん
N1,揺さぶる,ゆさぶる
N1,揺らぐ,ゆらぐ
N1,損う,そこなう
N1,損失,そんしつ
N1,携わる,たずさわる
N1,摩する,さする
N1,操る,あやつる
N1,擦る,かする
N1,擦れる,すれる
N1,支持,しじ
N1,改まる,あらたまる
N1,改修,かいしゅう
N1,改定,かいてい
N1,改悪,かいあく
N1,改良,かいりょう
N1,改訂,かいてい
N1,改革,かいかく
N1,攻め,せめ
N1,放り出す,ほうりだす
N1,放り込む,ほうりこむ
N1,放出,ほうしゅつ
N1,放射,ほうしゃ
N1,放射能,ほうしゃのう
N1,放置,ほうち
N1,政権,せいけん
N1,政策,せいさく
N1,故,ゆえ
N1,故～,こ～
N1,敏感,びんかん
N1,救い,すくい
N1,救援,きゅうえん
N1,救済,きゅうさい
N1,敗北,はいぼく
N1,敗戦,はいせん
N1,教材,きょうざい
N1,教科,きょうか
N1,教習,きょうしゅう
N1,教職,きょうしょく
N1,教訓,きょうくん
N1,敢えて,あえて
N1,敬具,けいぐ
N1,数詞,すうし
N1,整える,ととのえる
N1,整列,せいれつ
N1,整然,せいぜん
N1,文化財,ぶんかざい
N1,文書,ぶんしょ
N1,文語,ぶんご
N1,斑,むら
N1,斜面,しゃめん
N1,斡旋,あっせん
N1,断える,たえる
N1,断然,だんぜん
N1,断言,だんげん
N1,断面,だんめん
N1,新人,しんじん
N1,新入生,しんにゅうせい
N1,新婚,しんこん
N1,新築,しんちく
N1,方式,ほうしき
N1,方策,ほうさく
N1,於いて,おいて
N1,施す,ほどこす
N1,施行,しこう
N1,施設,しせつ
N1,旅券,りょけん
N1,旅客,りょかく
N1,既婚,きこん
N1,日の丸,ひのまる
N1,日取り,ひどり
N1,日向,ひなた
N1,日夜,にちや
N1,日焼け,ひやけ
N1,日頃,ひごろ
N1,旦那,だんな
N1,旧知,きゅうち
N1,早める,はやめる
N1,早急,さっきゅう
N1,早急,そうきゅう
N1,昆虫,こんちゅう
N1,昇進,しょうしん
N1,明かす,あかす
N1,明朗,めいろう
N1,明白,めいはく
N1,明瞭,めいりょう
N1,星座,せいざ
N1,映像,えいぞう
N1,映写,えいしゃ
N1,是正,ぜせい
N1,昼飯,ひるめし
N1,時刻表,じこくひょう
N1,時差,じさ
N1,時折,ときおり
N1,晩年,ばんねん
N1,普遍,ふへん
N1,晴天,せいてん
N1,暗殺,あんさつ
N1,暗示,あんじ
N1,暗算,あんざん
N1,暦,こよみ
N1,暴力,ぼうりょく
N1,暴動,ぼうどう
N1,暴露,ばくろ
N1,暴風,ぼうふう
N1,書き取る,かきとる
N1,書評,しょひょう
N1,最中,さなか
N1,最善,さいぜん
N1,月並,つきなみ
N1,月謝,げっしゃ
N1,月賦,げっぷ
N1,有する,ゆうする
N1,有り様,ありさま
N1,有力,ゆうりょく
N1,有望,ゆうぼう
N1,有益,ゆうえき
N1,朗読,ろうどく
N1,望ましい,のぞましい
N1,期日,きじつ
N1,期末,きまつ
N1,未だ,いまだ
N1,未婚,みこん
N1,未定,みてい
N1,未熟,みじゅく
N1,未知,みち
N1,未練,みれん
N1,未開,みかい
N1,末期,まっき
N1,本体,ほんたい
N1,本名,ほんみょう
N1,本国,ほんごく
N1,本場,ほんば
N1,本文,ほんぶん
N1,本格,ほんかく
N1,本気,ほんき
N1,本能,ほんのう
N1,本質,ほんしつ
N1,本音,ほんね
N1,本館,ほんかん
N1,札,ふだ
N1,朽ちる,くちる
N1,杖,つえ
N1,束ねる,たばねる
N1,束縛,そくばく
N1,条約,じょうやく
N1,来る,きたる
N1,来場,らいじょう
N1,杯,さかずき
N1,林業,りんぎょう
N1,果たす,はたす
N1,果て,はて
N1,果てる,はてる
N1,染まる,そまる
N1,染みる,しみる
N1,染める,そめる
N1,柔軟,じゅうなん
N1,栄える,さかえる
N1,株式,かぶしき
N1,根回し,ねまわし
N1,根底,こんてい
N1,根拠,こんきょ
N1,根本,こんぽん
N1,根気,こんき
N1,格差,かくさ
N1,栽培,さいばい
N1,案じる,あんじる
N1,案の定,あんのじょう
N1,桟橋,さんばし
N1,梅干し,うめぼし
N1,梢,こずえ
N1,棄権,きけん
N1,植わる,うわる
N1,植民地,しょくみんち
N1,検事,けんじ
N1,業務,ぎょうむ
N1,業績,ぎょうせき
N1,業者,ぎょうしゃ
N1,極めて,きわめて
N1,極楽,ごくらく
N1,極端,きょくたん
N1,楽観,らっかん
N1,楽譜,がくふ
N1,概念,がいねん
N1,概略,がいりゃく
N1,概説,がいせつ
N1,構える,かまえる
N1,構想,こうそう
N1,様,さま
N1,様式,ようしき
N1,様相,ようそう
N1,標語,ひょうご
N1,模倣,もほう
N1,模型,もけい
N1,模範,もはん
N1,模索,もさく
N1,権力,けんりょく
N1,権威,けんい
N1,権限,けんげん
N1,横綱,よこづな
N1,樹木,じゅもく
N1,樹立,じゅりつ
N1,橋渡し,はしわたし
N1,檻,おり
N1,欠乏,けつぼう
N1,欲,よく
N1,欲望,よくぼう
N1,欲深い,よくふかい
N1,欺く,あざむく
N1,止める,とどめる
N1,正常,せいじょう
N1,正当,せいとう
N1,正義,せいぎ
N1,正解,せいかい
N1,武力,ぶりょく
N1,武装,ぶそう
N1,歩み,あゆみ
N1,歩む,あゆむ
N1,歪む,ひずむ
N1,歪む,ゆがむ
N1,歯科,しか
N1,死刑,しけい
N1,殊に,ことに
N1,残酷,ざんこく
N1,残金,ざんきん
N1,残高,ざんだか
N1,殺人,さつじん
N1,殿様,とのさま
N1,母国,ぼこく
N1,母校,ぼこう
N1,比例,ひれい
N1,比率,ひりつ
N1,比重,ひじゅう
N1,民俗,みんぞく
N1,民宿,みんしゅく
N1,民族,みんぞく
N1,気まぐれ,きまぐれ
N1,気兼ね,きがね
N1,気品,きひん
N1,気流,きりゅう
N1,気立て,きだて
N1,気象,きしょう
N1,気質,きしつ
N1,気軽,きがる
N1,気障,きざ
N1,気風,きふう
N1,水気,みずけ
N1,水源,すいげん
N1,水田,すいでん
N1,氾濫,はんらん
N1,汚れ,よごれ
N1,決,けつ
N1,決勝,けっしょう
N1,決意,けつい
N1,決断,けつだん
N1,決算,けっさん
N1,決議,けつぎ
N1,汽船,きせん
N1,沈める,しずめる
N1,沈殿,ちんでん
N1,沈没,ちんぼつ
N1,沈黙,ちんもく
N1,没収,ぼっしゅう
N1,没落,ぼつらく
N1,河川,かせん
N1,沸騰,ふっとう
N1,油絵,あぶらえ
N1,治まる,おさまる
N1,治安,ちあん
N1,沼,ぬま
N1,沿岸,えんがん
N1,沿線,えんせん
N1,法学,ほうがく
N1,法廷,ほうてい
N1,法案,ほうあん
N1,洋風,ようふう
N1,洒落る,しゃれる
